review_priority,supplier_item_id,source_row_number,normalised_brand,candidate_original_name,supplier_clone_name,supplier_code,flags,required_action
Medium,SUP-20260426-00735,747,Creed,Aventus For Her,Golden Arc,232942,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00736,748,Creed,Aventus For Her,Golden Arc,232942-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00737,749,Creed,Silver Mountain Water,,240330,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00738,750,Creed,Silver Mountain Water,Sparkling Spring,234738-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00740,752,Creed,Viking,,240641,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00741,753,Creed,Viking Cologne Men,,240631,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00742,754,Creed,Wind Flowers,,240329,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00743,755,Creed,Creed Aventus Colonge,Fresh Spirit,503661,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00744,756,Creed,Sublim Vanille,Vanilla Touch,501997,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00745,757,Creed,Himalaya,Mount Everest,233928-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00746,758,Creed,Carmina,,240373,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-00747,759,Creed,Carmina,,240036,duplicate_supplier_code,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00753,766,Creed,Creed Aventus 10th Anniversary,,240398,limited; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00755,768,Creed,Millesime Imperial,Millesime Imperial,240123,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00783,796,Dkny,Be Delicious,,250414,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00799,812,Dolce & Gabbana,The One Luminous Night,,240332,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00803,816,Dolce & Gabbana,3 L' Imperatrice,Reine,338534,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00804,817,Dolce & Gabbana,Dolce Garden,Italian Landscape,503506,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00806,819,Dolce & Gabbana,Q By Dolce & Gabbana,Contemporary Queen,336301-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00809,822,Dolce & Gabbana,The Only One,Forever Yours,461488,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00810,823,Dolce & Gabbana,Velvet Desert OUD,Silk Ebony & OUD,230798-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00811,824,Dolce & Gabbana,Velvet Desert OUD,Silk Ebony & OUD,230798,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00812,825,Dolce & Gabbana,Velvet Incenso,Church Town,343664,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00813,826,Dolce & Gabbana,Velvet Incenso,Church Town,343664-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00814,827,Dolce & Gabbana,Velvet Oriental Musk,Land Of Sicily,462109-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00815,828,Dolce & Gabbana,Rose The One,First Rose,359610,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00816,829,Dolce & Gabbana,Light Blue Forever,Celestial Corset,343928,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00817,830,Dolce & Gabbana,Velvet Black Patchouli,Woody Darkness,343953,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00821,834,Dolce & Gabbana,D & G The One Man,,240451,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00835,848,Dolce & Gabbana,L' Imperatrice 2020 Limited,Jeanne Pink,233468,limited; lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00836,849,Dolce & Gabbana,Dolce,Delicate Essance,231643-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00842,855,Danat Al Duniya,Duniya,,3000208,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00843,856,David Beckham,David Beckham Follow Your,Spiceman,233706-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00844,857,Davidoff,Cool Water Men,,240399,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00847,860,Davidoff,Cool Water Woman,Aquatic Lady Ys,694435,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00848,861,Davidoff,Cool Water Woman,Aquatic Lady,341992-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00849,862,Davidoff,Cool Water Woman,Aquatic Lady,341992-D,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00850,864,Davidoff,Cool Water Woman Blue,Aquatic Lady Blue,345219-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00851,865,Davidoff,Cool Water Women,Aquatic Dreams,693252,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00875,889,Dior,Homme Parfum,,240449,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00876,890,Dior,Forever And Ever,,240358,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00880,894,Dior,Gris Montaigne,Earthy Woods,4000064-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00881,895,Dior,Holy Peony,Fragile,233686,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00882,896,Dior,Miss Dior Cherie,Miss Darling,236522-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00883,897,Dior,Purple OUD,OUD Full Moon,343675-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00884,898,Dior,Purple OUD,OUD Full Moon,343675,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00885,899,Dior,Sauvage,Hey Johnny,342272-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00886,900,Dior,Homme Colonge 2022,,240249,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00887,901,Dior,Homme 2020,,240193,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00888,902,Dior,OUD Rosewood,,240832,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00889,903,Dior,Sauvage,Hey Johnny,342272,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00890,904,Dior,Sauvage LZ,Hey Johnny,342272-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00891,905,Dior,Tobacolor,,240400,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00892,906,Dior,Vanilla Diorama,Dreamy Scent,336037,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00893,907,Dior,Sauvage Elixir,Hey Johnny Boy,343920,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00894,908,Dior,Sauvage Elixir,Hey Johnny Boy,343920-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00895,909,Dior,Jadore LZ,Drop In Gold,353495,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00897,911,Dior,Sauvage Elixir,Hey Johnny Boy,343920-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00898,912,Dior,Patchouli Elixir Precieux,True Treasure,504019,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00899,913,Dior,Miss Dior Rose Essence,Stay Closer To Me,233115-T,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00900,914,Dior,Addict,,240324,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00902,916,Dior,Miss Dior,Lovey,693266,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00903,917,Dior,Poison,Passiflora,693255,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00904,918,Dior,OUD Ispahan,,240057,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00905,919,Dior,Amber Nuit,,240919,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-00906,920,Dior,Dior Homme Intense,,240031,duplicate_supplier_code; intense,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00907,921,Dior,Fahrenheit,,240316,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00908,922,Dior,Gris,Gris,240086,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00910,924,Dior,Hypnotic Poison,,240384,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-00918,933,Dior,Homme Intense,,240031,duplicate_supplier_code; intense,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00922,937,Dior,Rouge Trafalgar,,240543,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00931,946,Dior,Dior Homme Sport 2021,,240250,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00937,952,Diptique,Tam Dao,Memorise Of Asia,160854,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00939,954,Diptique,Volutes Eau De Parfum,Roman Heritage,233425,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00940,955,Diptyque,Fluer De Peau EDP,,240401,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00943,958,Dsquared,Wood For Her,Pink Maple Leaf,503568,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00944,959,Dsquared,Wood For Him,Brown Maple Leaf,233631,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00947,962,Dunhill,Icon Absolute,,240838,absolute_or_absolu,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00948,963,Dunhill,Desire For Men,Greed,354414-B,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00949,964,Dunhill,Dunhill Desire Blue,,240806,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00951,966,Dunhill,Dunhill Fresh,,240807,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00954,969,Dynasty Of,Mister,Grimaldi,503439,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00966,981,Elie Saab,Nuit Noor,Beirut Muse,232958,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00971,986,Escada,Taj Sunset,Gloaming Crown,340188,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00972,987,Escada,Moon Sparkle,Twinkling Moon,337081,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00973,988,Escada,Moon Woman,Twinkling Moon,693256,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00988,1004,Escentric,Molecule 01 + Mandarin,Mono Uno Agrumato,680231,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00989,1005,Escentric,Molecule 01 + Iris LZ,Mono Uno Aromatico,580215,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00990,1006,Escentric,Molecule 01 + Patchoul LZ,Mono Uno Legnoso,580214,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00994,1010,Escentric Molecules,Molecule 05 LZ,Edgu Fresh,233357-T,lz_clone_name; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00995,1011,Escentric Molecules,Escentric 01 / Luzi,Sensa One,351801,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00996,1012,Escentric Molecules,Escentric 02,Sensa Two,260737,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00997,1013,Escentric Molecules,Escentric 03/ Luzi,Sensa Three,338839,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00998,1014,Escentric Molecules,Escentric 04/ Luzi,Edgy Sandal,461249,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-00999,1015,Escentric Molecules,Molecule 01 / Luzi,Mono One,350599-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01000,1016,Escentric Molecules,Molecule 02,,240002,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01001,1017,Escentric Molecules,Molecule 02,,240070,duplicate_supplier_code; exact_duplicate_row; super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01002,1018,Escentric Molecules,Molecule 03/ Luzi,Mono Three,338812-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01003,1019,Escentric Molecules,Molecule 05 / Luzi,Mono Five,233356,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01004,1020,Escentric Molecules,Renegades/geza Schoen,Backslider,260794-A,lz_clone_name,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01008,1024,Escentric Molecules,Molecules 02 / Tr,,3000268,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01009,1025,Escentric Molecules,Molecule 02,,240070,duplicate_supplier_code; exact_duplicate_row; super,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01010,1026,Escentric Molecules,Molecules 02 Dark / Tr,,3000269,top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01012,1028,Singles Notes,Amber Gris,,250312,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01013,1029,Singles Notes,Incenso,,250313,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01014,1030,Singles Notes,Kiwi,,250314,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01015,1031,Singles Notes,Green Apple 2,,250244,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01016,1032,Singles Notes,Tea Tree,,250245,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01017,1033,Singles Notes,Majoram,,250246,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01018,1034,Singles Notes,Sage,,250174,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01019,1035,Singles Notes,Pink Pepper,,250158,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01020,1036,Singles Notes,Aldehydic,,250159,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01021,1037,Singles Notes,Ice Cream,,250160,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01022,1038,Singles Notes,Apple,,250108,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01023,1039,Singles Notes,Tonka Bean,,250109,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01024,1040,Singles Notes,Myrrh,,250110,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01025,1041,Singles Notes,Peach,,250111,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01026,1042,Singles Notes,Apricot,,250112,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01027,1043,Singles Notes,Ginger,,250113,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01028,1044,Singles Notes,Caramel,,240066,duplicate_supplier_code; possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01029,1045,Singles Notes,Black Cofee,,240061,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01030,1046,Singles Notes,Laundry,,240036,duplicate_supplier_code; possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
High,SUP-20260426-01031,1047,Singles Notes,Fresh Fig,,240037,duplicate_supplier_code; possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01032,1048,Singles Notes,Green Tea,,240524,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01033,1049,Singles Notes,Mango Oil,,240864,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01034,1050,Singles Notes,Turkish Rose,,240884,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01035,1051,Singles Notes,Swiss Ward,,240885,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01036,1052,Singles Notes,Bukhoor Oil,,240882,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01037,1053,Singles Notes,Ahmedliza,,240851,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01038,1054,Singles Notes,Caeser,,240852,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01039,1055,Singles Notes,Maghribhi,,240853,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01040,1056,Singles Notes,Marasil,,240854,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01041,1057,Singles Notes,Noora,,240855,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01042,1058,Singles Notes,Oyuny,,240856,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01043,1059,Singles Notes,Bakhoor,,240850,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01044,1060,Singles Notes,Wood,,240789,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01045,1061,Singles Notes,Vanilla,,240771,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01046,1062,Singles Notes,White Rose,,240772,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01047,1063,Singles Notes,Red Rose,,240773,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01048,1064,Singles Notes,Dove,,240774,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01049,1065,Singles Notes,Sandal Wood,,240775,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01050,1066,Singles Notes,Amber,,240776,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01051,1067,Singles Notes,Tobacco,,240777,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01052,1068,Singles Notes,Jhonsons,,240778,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01053,1069,Singles Notes,Patchouli Oil,,240779,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01054,1070,Singles Notes,Vetiver,,240782,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01055,1071,Singles Notes,Chocolate,,240783,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01056,1072,Singles Notes,Chocolate,,240849,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01057,1073,Singles Notes,Mandarin,,240784,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01058,1074,Singles Notes,Saffron,,240785,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01059,1075,Singles Notes,Sandal Rose,,240787,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01060,1076,Singles Notes,Ylan Ylang,,240788,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01061,1077,Singles Notes,Honey,,240480,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01062,1078,Singles Notes,Tuscano Leather,,240481,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01063,1079,Singles Notes,Black OUD,,240482,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01064,1080,Singles Notes,Lily Of The Valley,,240370,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01065,1081,Singles Notes,Franckinsence,,240369,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01066,1082,Singles Notes,Rosemary,,240459,possible_raw_material_or_single_note; top,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01067,1083,Singles Notes,Eukalyptus,,240458,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01068,1084,Singles Notes,Lavender Oil,,240454,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01069,1086,Singles Notes,Bergamot,,240456,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01070,1087,Singles Notes,Leather,,240366,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
Medium,SUP-20260426-01071,1088,Singles Notes,Star Anise Oil,,3000272,possible_raw_material_or_single_note,"Verify brand/name, resolve variant or duplicate, and approve/reject before catalogue promotion."
